title,series_type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
Kambili: The Whole 30 Yards,MOVIE,2020,,119,"romance, comedy",,tt11831084,6.6,37
Sharkdog\\u2019s Fintastic Halloween,MOVIE,2021,,24,"fantasy, family, animation, comedy",,tt15478768,6.6,35
2 Weeks in Lagos,MOVIE,2019,,107,romance,NG,tt10241024,6.6,33
Virunga: Gorillas in Peril,MOVIE,2015,,28,documentation,US,tt4677816,6.6,32
War of the Worlds,MOVIE,2005,PG-13,117,"thriller, action, scifi",US,tt0407304,6.5,439027
Terminator Salvation,MOVIE,2009,PG-13,110,"thriller, scifi, fantasy, war, action","US, DE, IT, GB",tt0438488,6.5,357557
Due Date,MOVIE,2010,R,95,"drama, comedy",US,tt1231583,6.5,339626
Olympus Has Fallen,MOVIE,2013,R,119,"thriller, action, drama",US,tt2302755,6.5,272334
Zoolander,MOVIE,2001,PG-13,90,"comedy, european","US, DE",tt0196229,6.5,260975
Road Trip,MOVIE,2000,R,93,comedy,US,tt0215129,6.5,167670
Insidious: Chapter 2,MOVIE,2013,PG-13,106,"thriller, horror",US,tt2226417,6.5,167549
Crimson Peak,MOVIE,2015,R,119,"thriller, drama, horror, romance, fantasy",US,tt2554274,6.5,143899
Annabelle: Creation,MOVIE,2017,R,110,"horror, thriller",US,tt5140878,6.5,129883
Cliffhanger,MOVIE,1993,R,112,"thriller, action, animation","IT, US, FR",tt0106582,6.5,128179
A Walk Among the Tombstones,MOVIE,2014,R,113,"drama, thriller, action, crime",US,tt0365907,6.5,120389
Gerald's Game,MOVIE,2017,,103,"horror, thriller, drama",US,tt3748172,6.5,104894
U.S. Marshals,MOVIE,1998,PG-13,126,"thriller, crime, action",US,tt0120873,6.5,103263
Pet Sematary,MOVIE,1989,R,103,"horror, fantasy, thriller",US,tt0098084,6.5,102212
Self/less,MOVIE,2015,PG-13,116,"scifi, thriller, action, drama",US,tt2157712,6.5,98127
The Spiderwick Chronicles,MOVIE,2008,PG,96,"fantasy, thriller, action, drama, family",US,tt0416236,6.5,94628
The Quick and the Dead,MOVIE,1995,R,107,"western, thriller, action, romance","US, JP",tt0114214,6.5,92224
Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,PG-13,123,"comedy, music",US,tt8580274,6.5,91043
Sooryavanshi,MOVIE,2021,,145,"action, crime, thriller",IN,tt9531772,6.5,75199
Mowgli: Legend of the Jungle,MOVIE,2018,PG-13,105,"drama, fantasy","GB, US",tt2388771,6.5,60870
The Harder They Fall,MOVIE,2021,R,139,"action, drama, western",US,tt10696784,6.5,57549
Da 5 Bloods,MOVIE,2020,R,156,"war, drama",US,tt9777644,6.5,50236
Set It Up,MOVIE,2018,PG-13,105,"comedy, romance",US,tt5304992,6.5,49880
His House,MOVIE,2020,,93,"drama, thriller, horror",GB,tt8508734,6.5,38870
Oxygen,MOVIE,2021,,100,"horror, scifi, thriller, fantasy, drama","FR, US",tt6341832,6.5,36803
Heist,MOVIE,2001,R,107,"thriller, drama, action, crime, european",US,tt0252503,6.5,36361
The Protector,SHOW,2018,TV-MA,43,"action, scifi, fantasy, drama",TR,tt7668518,6.5,34396
Dumplin',MOVIE,2018,PG-13,110,"comedy, drama",US,tt4878482,6.5,33206
Black Summer,SHOW,2019,TV-MA,39,"scifi, action, drama, horror, thriller",US,tt8923854,6.5,28657
All the Bright Places,MOVIE,2020,,108,"drama, romance",US,tt3907584,6.5,28355
Insatiable,SHOW,2018,TV-MA,46,"drama, comedy, thriller",US,tt6487482,6.5,27275
The Book of Henry,MOVIE,2017,PG-13,105,"thriller, crime, drama",US,tt4572792,6.5,27052
The Girl Next Door,MOVIE,2007,R,91,"thriller, drama, crime, horror",US,tt0830558,6.5,26035
Under Suspicion,MOVIE,2000,R,110,"thriller, crime, drama, european",US,tt0164212,6.5,25432
Space Sweepers,MOVIE,2021,R,136,"scifi, fantasy, action, drama",KR,tt12838766,6.5,24659
Bad Trip,MOVIE,2020,,87,"comedy, reality","US, CA",tt9684220,6.5,23979
Power Rangers,SHOW,1993,TV-Y7,22,"scifi, action, fantasy, family",US,tt0106064,6.5,21949
Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,"music, family, fantasy",US,tt7736496,6.5,18274
Against the Ice,MOVIE,2022,,102,"drama, history","DK, IS",tt13873302,6.5,18057
Avengement,MOVIE,2019,,90,"action, crime, thriller",GB,tt8836988,6.5,15426
Chalte Chalte,MOVIE,2003,PG-13,175,"comedy, drama, romance",IN,tt0346723,6.5,15379
Dostana,MOVIE,2008,PG-13,145,"drama, comedy, romance","US, IN",tt1185420,6.5,14944
Bulbbul,MOVIE,2020,,94,"fantasy, horror, drama",IN,tt12393526,6.5,11654
Geronimo: An American Legend,MOVIE,1993,PG-13,115,"western, drama, history",US,tt0107004,6.5,11506
Underdogs,MOVIE,2013,PG,106,"romance, drama, documentation, sport, animation, family","AR, ES",tt4382260,6.5,9535
Sky Rojo,SHOW,2021,TV-MA,27,"action, crime, drama, thriller",ES,tt8690776,6.5,8569
Khoobsurat,MOVIE,2014,PG,130,"comedy, romance",IN,tt3554418,6.5,8330
Hyena Road,MOVIE,2015,R,120,"thriller, action, drama, war",CA,tt4034452,6.5,7665
The Incredible Jessica James,MOVIE,2017,,83,comedy,US,tt5990342,6.5,7496
Toy Boy,SHOW,2019,TV-MA,61,"crime, action, drama, thriller",ES,tt8693266,6.5,7371
Back to the Outback,MOVIE,2021,PG,95,"family, animation, comedy","US, AU",tt13575806,6.5,7328
Dark Desire,SHOW,2020,TV-MA,34,"drama, thriller",MX,tt12540080,6.5,7135
Chamatkar,MOVIE,1992,G,171,"comedy, fantasy, drama, crime",IN,tt0126234,6.5,6199
Altered Carbon: Resleeved,MOVIE,2020,,75,"animation, drama, scifi, thriller, action, crime",JP,tt9310328,6.5,6030
The Motive,MOVIE,2017,,104,"drama, thriller, comedy, crime, european","MX, ES",tt5454810,6.5,5713
Monster,MOVIE,2021,R,98,"drama, crime","CA, US",tt10229074,6.5,5574
Valeria,SHOW,2020,TV-MA,41,"drama, comedy, romance",ES,tt9731288,6.5,5510
Selling Sunset,SHOW,2019,TV-MA,35,reality,US,tt9817298,6.5,5482
Tramps,MOVIE,2016,,83,"romance, comedy, documentation, european",US,tt9049178,6.5,5460
The Crew,SHOW,2021,TV-14,29,comedy,US,tt10971022,6.5,5396
Baazaar,MOVIE,2018,,140,"drama, crime, thriller",IN,tt6519690,6.5,5270
Thomas & Friends,SHOW,1984,TV-Y,10,"family, comedy, music, action, animation, fantasy, drama",GB,tt0086815,6.5,4948
Sexify,SHOW,2021,TV-MA,44,"drama, comedy",PL,tt14315542,6.5,4907
Chopsticks,MOVIE,2019,,100,"drama, comedy",IN,tt10243678,6.5,4689
Long Story Short,MOVIE,2021,R,90,"fantasy, comedy, romance",AU,tt10896634,6.5,4664
