title,series_type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,"comedy, drama",US,tt5435008,7.6,36359
Stree,MOVIE,2018,,128,"horror, comedy",IN,tt8108202,7.6,32814
Wake Up Sid,MOVIE,2009,,138,"comedy, drama, romance",IN,tt1324059,7.6,30818
Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"comedy, animation, action, fantasy, family",JP,tt0079833,7.6,30277
Delhi Belly,MOVIE,2011,,102,"comedy, action, crime, thriller",IN,tt1934231,7.6,29578
Highway,MOVIE,2014,PG-13,133,"drama, crime, romance",IN,tt2980794,7.6,28370
Chicago Med,SHOW,2015,TV-14,41,drama,US,tt4655480,7.6,24142
Parmanu: The Story of Pokhran,MOVIE,2018,,129,"drama, history, action",IN,tt6826438,7.6,23771
Madam Secretary,SHOW,2014,TV-14,43,"war, thriller, drama",US,tt3501074,7.6,22563
My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"scifi, animation, drama, fantasy, music, comedy, family","CA, US",tt1751105,7.6,20708
Bad Genius,MOVIE,2017,PG-13,130,"thriller, comedy, crime, drama",TH,tt6788942,7.6,20430
Dead Set,SHOW,2008,TV-MA,141,"scifi, thriller, comedy, drama, horror, european",GB,tt1285482,7.6,19684
Eddie Murphy Raw,MOVIE,1987,R,93,"comedy, documentation",US,tt0092948,7.6,19646
Devilman Crybaby,SHOW,2018,TV-MA,25,"scifi, animation, action, drama, fantasy, horror",JP,tt6660498,7.6,18575
Kabhi Haan Kabhi Naa,MOVIE,1994,G,158,"comedy, drama, music, romance",IN,tt0110222,7.6,18224
Criminal: UK,SHOW,2019,TV-MA,44,"drama, thriller, crime",GB,tt9348692,7.6,17992
Inside Job,SHOW,2021,TV-MA,28,"comedy, fantasy, scifi, animation",US,tt10231312,7.6,15137
Doctor,MOVIE,2021,,150,"thriller, comedy, crime, action",IN,tt11374902,7.6,14590
Tell Me Who I Am,MOVIE,2019,,85,"thriller, drama, documentation",GB,tt10915286,7.6,14215
RBG,MOVIE,2018,PG,98,documentation,US,tt7689964,7.6,14037
Cable Girls,SHOW,2017,TV-MA,50,"drama, european",ES,tt5674718,7.6,13855
"What Happened, Miss Simone?",MOVIE,2015,,101,"music, documentation",US,tt5108670,7.6,13703
Spinning Out,SHOW,2020,TV-MA,50,"drama, sport",US,tt9117054,7.6,13692
Goosebumps,SHOW,1995,TV-PG,22,"scifi, fantasy, horror, thriller, family, music","CA, US",tt0111987,7.6,13361
The Devil Next Door,SHOW,2019,TV-MA,46,"documentation, crime, history","US, IL",tt11165002,7.6,13084
Aamir,MOVIE,2008,NC-17,99,"thriller, action, crime, drama",IN,tt1241195,7.6,11241
Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"action, drama, crime, comedy",US,tt10584608,7.6,10821
Athlete A,MOVIE,2020,PG-13,104,"documentation, crime, sport",US,tt11905462,7.6,10544
Bordertown,SHOW,2016,TV-MA,59,"drama, crime, european",FI,tt4937942,7.6,10371
Gifted Hands: The Ben Carson Story,MOVIE,2009,,86,drama,US,tt1295085,7.6,10210
All American,SHOW,2018,TV-14,42,"drama, sport",US,tt7414406,7.6,9704
Special,SHOW,2019,TV-MA,26,"comedy, drama",US,tt9381622,7.6,9202
Agneepath,MOVIE,1990,,174,"action, crime, drama",IN,tt0098999,7.6,8902
Snabba Cash,SHOW,2021,TV-MA,43,"drama, thriller, action, crime",SE,tt10540276,7.6,8176
Damnation,SHOW,2017,TV-MA,43,"western, drama, crime",US,tt6106704,7.6,8111
Tottaa Pataaka Item Maal,MOVIE,2018,,107,drama,IN,tt9000388,7.6,8051
Manorama Six Feet Under,MOVIE,2007,R,137,"thriller, crime, drama",IN,tt0920464,7.6,8043
The House of Flowers,SHOW,2018,TV-MA,31,"drama, comedy",MX,tt8387348,7.6,7722
Hap and Leonard,SHOW,2016,TV-MA,42,"action, drama, crime, thriller",US,tt3729898,7.6,7577
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,,142,"music, documentation, history",US,tt9580038,7.6,6550
The Movies That Made Us,SHOW,2019,TV-PG,47,"history, documentation, family",US,tt10681222,7.6,6147
Ajin,SHOW,2016,TV-MA,24,"action, animation, drama, fantasy, thriller, horror, scifi",JP,tt5537534,7.6,6121
The Liberator,SHOW,2020,TV-MA,49,"animation, action, drama, war",US,tt9308682,7.6,5942
Wanted,SHOW,2016,TV-14,45,"drama, action, crime",AU,tt5193358,7.6,5693
Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,46,"reality, comedy, documentation, european",GB,tt7453996,7.6,5388
Quincy,MOVIE,2018,,124,"music, documentation",US,tt7440432,7.6,4488
The Bonfire of Destiny,SHOW,2019,TV-MA,50,"drama, history",FR,tt9050352,7.6,4442
For the Love of Spock,MOVIE,2016,,105,documentation,"CA, US",tt4572820,7.6,4349
Njan Prakashan,MOVIE,2018,G,131,"comedy, drama",IN,tt8286926,7.6,4304
West Beirut,MOVIE,1998,PG-13,105,"romance, war, comedy, drama, european","BE, FR, NO, LB",tt0157183,7.6,4175
The Final Table,SHOW,2018,TV-PG,43,reality,US,tt5545584,7.6,3989
Girl from Nowhere,SHOW,2018,TV-MA,44,"drama, fantasy, horror, thriller, crime",TH,tt8824648,7.6,3979
"Good Morning, Ver\\364nica",SHOW,2020,TV-MA,45,"drama, thriller, crime",BR,tt12987918,7.6,3552
The World's Most Extraordinary Homes,SHOW,2017,TV-G,54,"documentation, european",GB,tt7804132,7.6,3380
Masha and the Bear,SHOW,2009,TV-Y,6,"comedy, family, action, animation",RU,tt1884856,7.6,3114
Muthu,MOVIE,1995,G,165,"drama, comedy, romance, action",IN,tt0140399,7.6,3056
Unrest,MOVIE,2017,,97,"documentation, drama, history, romance, european","GB, US, DK",tt6510268,7.6,2904
Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,"animation, comedy",CA,tt9814900,7.6,2854
The Bleeding Edge,MOVIE,2018,,100,documentation,US,tt8106576,7.6,2671
60 Days In,SHOW,2016,TV-14,46,reality,US,tt10112398,7.6,2616
Monty Python: Live (Mostly),MOVIE,2014,R,138,"comedy, documentation",GB,tt3872778,7.6,2598
Saladin the Victorious,MOVIE,1963,,186,"drama, war, action, history, romance",EG,tt0057357,7.6,2470
My Holo Love,SHOW,2020,TV-14,57,"scifi, drama, romance",KR,tt11058644,7.6,2401
Untold: Breaking Point,MOVIE,2021,R,79,"documentation, sport",US,tt15101938,7.6,2400
Jim Gaffigan: Obsessed,MOVIE,2014,,70,"comedy, documentation",US,tt3481550,7.6,2226
"Coronavirus, Explained",SHOW,2020,TV-PG,23,documentation,US,tt12189310,7.6,2223
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,PG-13,99,"fantasy, thriller, animation, action",JP,tt0396659,7.6,2206
Dolly Parton's Heartstrings,SHOW,2019,TV-14,67,"drama, comedy, music",US,tt8509922,7.6,2107
Centaurworld,SHOW,2021,TV-Y7,29,"scifi, action, family, fantasy, animation, comedy",US,tt10919290,7.6,1939
The Beauty Inside,SHOW,2018,TV-14,68,"drama, fantasy, romance",KR,tt8801708,7.6,1889
Elena,MOVIE,2013,PG-13,82,"documentation, european, drama, family","US, BR",tt2719278,7.6,1823
"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,drama,KR,tt2806646,7.6,1803
Nate Bargatze: The Tennessee Kid,MOVIE,2019,,60,comedy,US,tt9861504,7.6,1798
Million Yen Women,SHOW,2017,,30,"drama, comedy",JP,tt6686450,7.6,1794
Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,,60,comedy,US,tt1188112,7.6,1789
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,,46,"comedy, documentation",US,tt0865482,7.6,1780
Losers,SHOW,2019,TV-MA,8,"documentation, sport, comedy, european",GB,tt9817218,7.6,1741
Merli: Dare to Know,SHOW,2019,TV-MA,48,"drama, comedy",ES,tt9415632,7.6,1711
Killer Ratings,SHOW,2019,TV-MA,50,"documentation, crime",BR,tt10243692,7.6,1671
The Cuba Libre Story,SHOW,2015,TV-14,45,"documentation, history, european",DE,tt5319838,7.6,1583
School of Chocolate,SHOW,2021,TV-PG,38,reality,US,tt15172154,7.6,1572
Rhythm + Flow,SHOW,2019,TV-MA,57,"reality, music",US,tt9278032,7.6,1541
Bert Kreischer: The Machine,MOVIE,2016,,70,comedy,US,tt6545220,7.6,1513
This Changes Everything,MOVIE,2019,PG,97,documentation,US,tt5795282,7.6,1507
Budhia Singh: Born to Run,MOVIE,2016,,112,"drama, sport",IN,tt5805252,7.6,1479
Finding Ola,SHOW,2022,TV-14,53,"comedy, drama",,tt12432642,7.6,1431
Heaven Without People,MOVIE,2017,,91,drama,LB,tt7583280,7.6,1249
Sarvam Thaala Mayam,MOVIE,2019,PG,133,"drama, music",IN,tt8319768,7.6,1231
BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,TV-MA,50,"documentation, music",AR,tt13570366,7.6,1215
Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,"action, scifi, thriller, animation, drama, fantasy",JP,tt13887556,7.6,1131
The Mole,SHOW,2001,TV-14,52,reality,"US, BE",tt0294149,7.6,1104
Hymn of Death,SHOW,2018,,45,"drama, history, music, romance",KR,tt8160064,7.6,1104
Accidentally In Love,SHOW,2018,TV-14,29,"comedy, drama, music, romance",CN,tt9077184,7.6,1100
Bathtubs Over Broadway,MOVIE,2018,PG-13,87,"comedy, music, documentation",US,tt6029778,7.6,1065
Octonauts,SHOW,2010,TV-Y,15,"action, animation, comedy, family",GB,tt1710177,7.6,1049
Familiar Wife,SHOW,2018,TV-MA,61,"scifi, drama, fantasy, romance",KR,tt15062636,7.6,937
The Beginning of Life,MOVIE,2016,G,98,"documentation, family",BR,tt5140248,7.6,934
Busted!,SHOW,2018,TV-14,75,"comedy, reality",KR,tt8328460,7.6,898
Toon,SHOW,2016,TV-MA,27,comedy,NL,tt5698140,7.6,890
Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,"animation, comedy",US,tt15978256,7.6,846
FIGHTWORLD,SHOW,2018,TV-MA,42,documentation,US,tt9047526,7.6,806
Kantaro: The Sweet Tooth Salaryman,SHOW,2017,,30,"comedy, drama",JP,tt6983520,7.6,791
Sir! No Sir!,MOVIE,2005,,85,"war, documentation",US,tt0469589,7.6,778
Hating Peter Tatchell,MOVIE,2020,,91,documentation,"AU, GB",tt6076668,7.6,743
"Colin Quinn: Red State, Blue State",MOVIE,2019,,65,comedy,US,tt10403090,7.6,716
Life,SHOW,2018,,64,"drama, thriller",KR,tt8243158,7.6,688
Can You Hear Me?,SHOW,2019,TV-MA,22,"drama, comedy",CA,tt9747016,7.6,688
Road to Roma,MOVIE,2020,,73,documentation,MX,tt11763742,7.6,646
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,"documentation, history, war, european",FR,tt6953928,7.6,603
Flavorful Origins,SHOW,2019,,12,documentation,CN,tt9708598,7.6,592
Monty Python: The Meaning of Live,MOVIE,2014,,96,"comedy, documentation",GB,tt4256544,7.6,574
"Nisman. The Prosecutor, the President and the Spy",SHOW,2019,,62,"thriller, documentation, crime, history",AR,tt11618264,7.6,569
Love You to the Stars and Back,MOVIE,2017,,111,"drama, comedy, romance",PH,tt7127344,7.6,531
The Crystal Calls - Making The Dark Crystal: Age of Resistance,MOVIE,2019,,83,documentation,US,tt10924716,7.6,528
Beat Bugs,SHOW,2016,TV-Y,15,"animation, family, fantasy, comedy",AU,tt4716268,7.6,522
Kartini: Princess of Java,MOVIE,2017,,118,"drama, family, history, european",ID,tt6094994,7.6,511
Tea Time,MOVIE,2014,,70,documentation,CL,tt4147684,7.6,480
Black & White,SHOW,2009,TV-14,37,"action, comedy, sport, crime",TW,tt1508870,7.6,302
Rhys Nicholson: Live at the Athenaeum,MOVIE,2020,,65,comedy,,tt13583120,7.6,296
The Grown-Ups,MOVIE,2017,,82,documentation,"CL, NL, FR",tt6618178,7.6,251
Mariposa de barrio,SHOW,2017,TV-MA,46,drama,US,tt6834120,7.6,238
The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,2019,TV-PG,45,"drama, sport",CN,tt10097916,7.6,206
Find Yourself,SHOW,2020,TV-14,45,"drama, romance",CN,tt11569628,7.6,201
Reasonable Doubt: A Tale of Two Kidnappings,SHOW,2021,TV-MA,47,"crime, documentation",MX,tt15796900,7.6,179
Pok\\351mon,SHOW,1997,TV-Y7,22,"scifi, action, comedy, fantasy, animation, family",JP,tt0168366,7.6,172
Legend Quest: Masters of Myth,SHOW,2019,TV-Y7,25,"action, animation",MX,tt10228032,7.6,126
"Love, Now",SHOW,2012,TV-Y,45,"drama, comedy",TW,tt6273116,7.6,116
Treehouse Detectives,SHOW,2018,TV-Y7,24,animation,,tt8591984,7.6,93
Meet the Adebanjos,SHOW,2012,TV-PG,25,comedy,GB,tt2344781,7.6,76
Cooked,SHOW,2016,TV-PG,53,documentation,US,tt5347906,7.6,43
The Conjuring,MOVIE,2013,R,107,"thriller, horror",US,tt1457767,7.5,491048
Arrow,SHOW,2012,TV-14,42,"action, crime, drama, scifi",US,tt2193021,7.5,425716
The Devil's Advocate,MOVIE,1997,,144,"horror, thriller, drama","DE, US",tt0118971,7.5,361422
Les Mis\\351rables,MOVIE,2012,PG-13,157,"drama, romance, history, war","GB, US",tt1707386,7.5,325132
13 Reasons Why,SHOW,2017,TV-MA,58,"drama, thriller",US,tt1837492,7.5,282373
Nocturnal Animals,MOVIE,2016,R,115,"drama, thriller",US,tt4551306,7.5,264884
Blow,MOVIE,2001,R,124,"drama, crime",US,tt0221027,7.5,255099
Ip Man 2,MOVIE,2010,R,108,"drama, history, sport, action","CN, HK",tt1386932,7.5,103673
Lupin,SHOW,2021,TV-MA,46,"crime, drama, comedy, action",FR,tt2531336,7.5,100575
"tick, tick... BOOM!",MOVIE,2021,PG-13,121,drama,US,tt8721424,7.5,96418
42,MOVIE,2013,PG-13,128,"drama, sport",US,tt0453562,7.5,93314
Designated Survivor,SHOW,2016,TV-PG,44,"war, action, drama, thriller",US,tt5296406,7.5,88019
A Monster Calls,MOVIE,2016,PG-13,108,"fantasy, drama, thriller, animation, family, european","ES, US, GB",tt3416532,7.5,86614
Tiger King,SHOW,2020,TV-MA,44,"crime, documentation",US,tt11823076,7.5,76961
Menace II Society,MOVIE,1993,R,97,"drama, crime, thriller",US,tt0107554,7.5,57399
I Am Not Okay with This,SHOW,2020,TV-MA,21,"comedy, drama, fantasy, scifi",US,tt9446688,7.5,56459
Who Am I,MOVIE,2014,,105,"thriller, european, drama, scifi, crime",DE,tt4426376,7.5,55044
The Guns of Navarone,MOVIE,1961,,158,"war, action, drama","US, GB",tt0054953,7.5,50150
Reign,SHOW,2013,TV-14,42,"drama, fantasy",US,tt2710394,7.5,47751
Outer Banks,SHOW,2020,TV-MA,49,"action, drama, romance, thriller, crime",US,tt10293938,7.5,43404
White Christmas,MOVIE,1954,,115,"romance, comedy, music",US,tt0047673,7.5,42373
Dark Matter,SHOW,2015,TV-14,43,"scifi, drama, thriller, action",CA,tt3116070,7.5,41867
All of Us Are Dead,SHOW,2022,TV-MA,61,"action, scifi, thriller, drama, fantasy, horror",KR,tt14169960,7.5,41393
Dhamaka,MOVIE,2021,,104,"thriller, crime, drama, action",IN,tt13510660,7.5,39620
Ragnarok,SHOW,2020,TV-MA,47,"action, drama, fantasy, thriller, scifi",NO,tt9251798,7.5,36185
Shooter,SHOW,2016,TV-14,41,"war, drama, action",US,tt4181172,7.5,35547
Hollywood,SHOW,2020,TV-MA,50,"drama, history",US,tt9827854,7.5,35067
Coming Soon,MOVIE,2014,PG,134,"drama, comedy, romance",TR,tt3698408,7.5,33714
Jodhaa Akbar,MOVIE,2008,PG-13,213,"romance, history, war, action, drama",IN,tt0449994,7.5,32188
I Lost My Body,MOVIE,2019,,81,"fantasy, drama, animation, romance, european",FR,tt9806192,7.5,31531
Dil Se..,MOVIE,1998,PG-13,163,"drama, romance",IN,tt0164538,7.5,28409
Evil Genius,SHOW,2018,TV-MA,48,"crime, documentation",US,tt8342862,7.5,27516
On Body and Soul,MOVIE,2017,,116,"fantasy, drama, romance",HU,tt5607714,7.5,27003
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,"crime, documentation",US,tt13651632,7.5,23939
Bareilly Ki Barfi,MOVIE,2017,,123,"romance, comedy",IN,tt6967980,7.5,23011
The Politician,SHOW,2019,TV-14,43,"comedy, drama",US,tt7971476,7.5,21887
Quicksand,SHOW,2019,TV-MA,46,"drama, crime, thriller",SE,tt8686106,7.5,21077
Hum Aapke Hain Koun..!,MOVIE,1994,,206,"romance, comedy, drama",IN,tt0110076,7.5,20986
Sivaji: The Boss,MOVIE,2007,PG-13,189,"drama, crime, thriller, action",IN,tt0479751,7.5,19556
Everything Sucks!,SHOW,2018,TV-14,24,"drama, comedy",US,tt7078710,7.5,18023
Happy as Lazzaro,MOVIE,2018,PG-13,125,"fantasy, drama, european","IT, CH, FR",tt6752992,7.5,17716
Dash & Lily,SHOW,2020,TV-14,25,"comedy, drama, romance",US,tt11127506,7.5,16978
True Story,SHOW,2021,TV-MA,39,"drama, thriller, comedy, crime",US,tt13655456,7.5,16927
Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,"drama, action, comedy",IN,tt9537292,7.5,14839
Omar,MOVIE,2013,,96,"thriller, war, crime, drama, romance",PS,tt2852406,7.5,14230
Halston,SHOW,2021,TV-MA,47,drama,US,tt10920514,7.5,14040
Love 101,SHOW,2020,TV-14,46,"comedy, drama, romance",TR,tt10516352,7.5,13797
Frequency,SHOW,2016,TV-14,18,"scifi, fantasy, thriller, drama",US,tt5531470,7.5,13625
Blue Exorcist,SHOW,2011,TV-14,24,"scifi, horror, family, animation, action, drama, fantasy",JP,tt1799631,7.5,12741
Dogs of Berlin,SHOW,2018,TV-MA,60,"drama, thriller, action, crime",DE,tt6839788,7.5,12453
Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,"fantasy, war, animation, action, drama, horror",JP,tt2311238,7.5,12278
The Night Shift,SHOW,2014,TV-14,42,"drama, romance, fantasy, horror, action, animation, comedy",US,tt1483202,7.5,12069
The Distinguished Citizen,MOVIE,2016,,118,"comedy, drama, european","AR, ES",tt4562518,7.5,11495
The Heirs,SHOW,2013,,59,"drama, comedy, romance",KR,tt3243098,7.5,10329
Feel Good,SHOW,2020,TV-MA,25,"drama, comedy, romance",GB,tt10098620,7.5,10317
A Twelve-Year Night,MOVIE,2018,,122,"drama, crime, history, european","AR, ES, UY",tt6792282,7.5,9816
Bad Blood,SHOW,2017,TV-14,46,"drama, crime",CA,tt6423364,7.5,9593
Stateless,SHOW,2020,TV-14,53,drama,AU,tt4878488,7.5,9218
The Sky Is Pink,MOVIE,2019,,143,"drama, romance, family",IN,tt8902990,7.5,8551
Chillar Party,MOVIE,2011,G,140,"drama, comedy, family",IN,tt1841542,7.5,7686
Untold: Malice at the Palace,MOVIE,2021,R,69,"crime, documentation, sport",US,tt15085802,7.5,7532
Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"action, family, scifi, animation",US,tt10436228,7.5,7423
Dark Tourist,SHOW,2018,TV-MA,41,"action, documentation",NZ,tt8725166,7.5,7158
Ali Wong: Baby Cobra,MOVIE,2016,,60,comedy,US,tt5066574,7.5,6925
BLACKPINK: Light Up the Sky,MOVIE,2020,PG-13,79,"documentation, music",KR,tt13058290,7.5,6319
Grand Army,SHOW,2020,TV-MA,52,drama,US,tt10473150,7.5,6279
100 Meters,MOVIE,2016,,108,"drama, comedy, european",ES,tt5089786,7.5,6167
The Cuphead Show!,SHOW,2022,TV-Y7,15,"family, fantasy, animation, action, comedy",US,tt10611608,7.5,5792
Ok Kanmani,MOVIE,2015,PG,139,"drama, romance",IN,tt4271820,7.5,5722
Do Dooni Chaar,MOVIE,2010,PG,146,"drama, comedy, crime",IN,tt1714832,7.5,5551
One Piece: Strong World,MOVIE,2009,PG-13,114,"fantasy, animation, action",JP,tt1485763,7.5,5382
The Confession Tapes,SHOW,2017,TV-MA,43,"documentation, crime",US,tt7349602,7.5,5340
Ramprasad Ki Tehrvi,MOVIE,2019,,106,"drama, comedy",IN,tt10196464,7.5,5283
Aziz Ansari: Right Now,MOVIE,2019,,65,comedy,US,tt10575038,7.5,5111
Adam Sandler: 100% Fresh,MOVIE,2018,R,73,"comedy, music",US,tt9036126,7.5,5096
The Twelve,SHOW,2019,TV-MA,47,"thriller, drama",BE,tt7605396,7.5,5005
The Summit of the Gods,MOVIE,2021,PG,95,"animation, thriller, history, drama, sport","FR, LU",tt7014378,7.5,4458
Cairo Station,MOVIE,1958,,77,"drama, crime, comedy",EG,tt0051390,7.5,4385
Kevin Hart: I'm a Grown Little Man,MOVIE,2009,R,72,"comedy, documentation",US,tt1420554,7.5,4333
The Baker and the Beauty,SHOW,2020,TV-14,44,"romance, comedy, drama",US,tt9164986,7.5,4160
Can\\u2019t Complain,MOVIE,2007,,113,"thriller, crime, romance, comedy, drama",EG,tt2244947,7.5,3922
Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,"comedy, documentation",US,tt7379330,7.5,3695
Cinderella and Four Knights,SHOW,2016,TV-PG,61,"comedy, drama, romance",KR,tt5764414,7.5,3663
Derren Brown: The Push,MOVIE,2018,,69,"reality, documentation",,tt7924808,7.5,3637
Tom Segura: Mostly Stories,MOVIE,2016,,73,"comedy, documentation",US,tt4970632,7.5,3508
U Turn,MOVIE,2016,R,120,"horror, thriller, crime, drama",IN,tt6684398,7.5,3310
The Letdown,SHOW,2016,,30,comedy,AU,tt7320300,7.5,3253
Kappela,MOVIE,2020,,113,"comedy, romance",IN,tt11230868,7.5,3212
Hey Arnold! The Jungle Movie,MOVIE,2017,,81,"comedy, animation, action, family, fantasy",US,tt5257726,7.5,3139
It's Bruno!,SHOW,2019,TV-MA,3,"comedy, animation",US,tt10186846,7.5,2886
Skylines,SHOW,2019,TV-MA,60,"drama, music, crime, documentation, reality",DE,tt9184970,7.5,2627
Hitler: A Career,MOVIE,1977,PG,150,"documentation, history, european",DE,tt0191182,7.5,2416
Cells at Work!,SHOW,2018,TV-14,23,"action, fantasy, animation, comedy",JP,tt8673610,7.5,2206
My First First Love,SHOW,2019,TV-PG,52,drama,KR,tt8995604,7.5,2163
Who Killed Malcolm X?,SHOW,2019,TV-MA,45,"crime, history, documentation",US,tt10948316,7.5,2125
The Grizzlies,MOVIE,2019,R,106,"drama, sport",CA,tt6365796,7.5,2012
Clark,SHOW,2022,TV-MA,61,"comedy, crime, drama, thriller, action",SE,tt12304420,7.5,1991
Voice,SHOW,2017,TV-14,63,"crime, thriller, action",KR,tt6212854,7.5,1949
Sisters,SHOW,2017,TV-14,36,"drama, comedy",AU,tt8453436,7.5,1729
Retablo,MOVIE,2018,,95,drama,"DE, NO, PE",tt7761590,7.5,1711
Connected,SHOW,2020,TV-14,44,"documentation, comedy",US,tt12753692,7.5,1704
ZZ Top: That Little Ol' Band from Texas,MOVIE,2019,,91,"documentation, music",GB,tt9015306,7.5,1692
Taramani,MOVIE,2017,,150,"drama, romance",IN,tt4328934,7.5,1605
Luciano Mellera: Infantiloide,MOVIE,2018,PG-13,66,comedy,AR,tt7607400,7.5,1516
MeatEater,SHOW,2012,TV-14,22,documentation,US,tt2169245,7.5,1462
Yeh Ballet,MOVIE,2020,PG-13,117,drama,IN,tt10230436,7.5,1312
Reversing Roe,MOVIE,2018,,99,documentation,US,tt8948614,7.5,1281
Kadaseela Biriyani,MOVIE,2021,,115,"drama, comedy, crime",IN,tt11441458,7.5,1265
Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,"comedy, family, fantasy, animation, european",GB,tt1436544,7.5,1222
Al Hayba,SHOW,2017,TV-PG,45,"action, thriller, crime, romance, drama",AE,tt8585236,7.5,1201
The 7 Lives of Lea,SHOW,2022,TV-MA,41,"drama, thriller, crime, fantasy",FR,tt14140886,7.5,1196
Found,MOVIE,2021,PG,97,"documentation, drama","US, CN",tt13622146,7.5,1145
Terrace House: Aloha State,SHOW,2016,,36,"reality, drama",JP,tt6588218,7.5,979
Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,PG-13,123,"music, documentation",US,tt6494358,7.5,950
The Chase,SHOW,2013,TV-PG,44,reality,US,tt3077336,7.5,886
Crime Diaries: The Candidate,SHOW,2019,TV-MA,37,"war, crime, drama, thriller",MX,tt9327348,7.5,803
The Reason I Jump,MOVIE,2020,,82,"documentation, drama","US, GB",tt9098928,7.5,802
Queer Eye Germany,SHOW,2022,TV-14,50,reality,DE,tt16369694,7.5,788
Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,"animation, action, comedy, family","BR, CA",tt8697554,7.5,663
Heroes: Silence and Rock & Roll,MOVIE,2021,,95,"music, documentation",ES,tt14354838,7.5,641
All Hail King Julien: Exiled,SHOW,2017,TV-Y7,23,"animation, comedy, family, fantasy",US,tt6865906,7.5,559
Surviving Paradise: A Family Tale,MOVIE,2022,,78,documentation,"US, GB",tt18059108,7.5,551
You Are My Spring,SHOW,2021,,69,"drama, romance, thriller, fantasy",KR,tt14169816,7.5,532
City of Joy,MOVIE,2016,,74,"documentation, crime, drama, thriller, war",CD,tt6290168,7.5,525
1994,SHOW,2019,TV-MA,178,"documentation, history",MX,tt10243640,7.5,514
Waffles + Mochi,SHOW,2021,TV-Y,30,family,US,tt14035218,7.5,463
The Casketeers,SHOW,2018,TV-14,22,"reality, documentation",NZ,tt8365054,7.5,450
Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,,108,"documentation, music",US,tt7588584,7.5,448
Pahuna: The Little Visitors,MOVIE,2017,,138,drama,"IN, NP",tt6940696,7.5,397
Stay Tuned!,SHOW,2019,TV-14,46,comedy,JP,tt10088086,7.5,343
Pedro El Escamoso,SHOW,2001,TV-14,0,"drama, comedy",CO,tt0283770,7.5,303
Camar\\363n: The Film,MOVIE,2018,,104,documentation,ES,tt8067306,7.5,303
Archibald's Next Big Thing,SHOW,2019,TV-Y7,24,"scifi, animation, comedy, family, fantasy, action",US,tt9165404,7.5,284
My Love: Six Stories of True Love,SHOW,2021,TV-PG,70,"reality, romance, documentation",US,tt14267526,7.5,281
Once Upon a Time in Lingjian Mountain,SHOW,2019,TV-14,45,"action, comedy, fantasy, romance, drama",CN,tt11261994,7.5,261
Here to Heart,SHOW,2018,TV-14,45,"drama, romance",CN,tt8791742,7.5,219
The Hungry and the Hairy,SHOW,2021,TV-14,63,reality,KR,tt16088530,7.5,218
What the F* Is Going On?,MOVIE,2019,,86,documentation,ES,tt11412566,7.5,172
We Speak Dance,SHOW,2018,TV-MA,22,documentation,US,tt7737500,7.5,148
Kazoops!,SHOW,2016,,11,"family, fantasy, animation, comedy","AU, GB",tt6312916,7.5,122
Move,SHOW,2018,TV-MA,25,documentation,US,tt9165300,7.5,112
Let's Fight Ghost,SHOW,2021,TV-14,65,"drama, action, fantasy, horror, romance",TH,tt14168868,7.5,98
Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,"family, animation, action, comedy",US,tt7620702,7.5,94
Rhyme Time Town,SHOW,2020,TV-Y,23,"animation, comedy, family",US,tt9165434,7.5,78
Fishtronaut: The Movie,MOVIE,2018,G,88,"animation, family",BR,tt7804254,7.5,72
Carlos Almaraz: Playing with Fire,MOVIE,2019,,82,documentation,US,tt6335714,7.5,58
Pedal to Metal,SHOW,2022,TV-MA,38,"action, crime, thriller, drama",MX,tt15016440,7.5,51
Emicida AmarElo Live in Sao Paulo,MOVIE,2021,,99,"documentation, music",BR,tt14910946,7.5,43
